# spot,7572.3999,ts,2026-07-15 22:54:46
strike,dte,cp,oi,gamma,delta,iv,bid,ask
200.00,2,C,14756,0.000000,0.9997,0.0000,7359.10,7379.00
200.00,2,P,13331,0.000000,0.0000,0.0000,0.00,0.05
400.00,2,C,22,0.000000,0.9997,0.0000,7159.10,7179.60
400.00,2,P,7118,0.000000,0.0000,0.0000,0.00,0.05
600.00,2,C,4,0.000000,0.9997,0.0000,6959.50,6980.00
600.00,2,P,5209,0.000000,0.0000,0.0000,0.00,0.05
800.00,2,C,3,0.000000,0.9997,0.0000,6759.60,6780.10
800.00,2,P,3702,0.000000,0.0000,0.0000,0.00,0.05
1000.00,2,C,273,0.000000,0.9997,0.0000,6559.70,6579.40
1000.00,2,P,2861,0.000000,0.0000,7.9253,0.00,0.05
1200.00,2,C,13302,0.000000,0.9997,0.0000,6359.80,6378.40
1200.00,2,P,14480,0.000000,0.0000,7.2106,0.00,0.05
1400.00,2,C,3,0.000000,0.9997,8.0422,6159.30,6180.10
1400.00,2,P,748,0.000000,0.0000,6.6095,0.00,0.05
1600.00,2,C,1,0.000000,0.9997,7.2722,5959.80,5980.30
1600.00,2,P,3072,0.000000,0.0000,6.0910,0.00,0.05
1800.00,2,P,2095,0.000000,0.0000,5.6350,0.00,0.05
2000.00,2,C,82,0.000000,0.9997,6.2590,5559.80,5579.80
2000.00,2,P,10527,0.000000,0.0000,5.2282,0.00,0.05
2200.00,2,C,1431,0.000000,0.9997,5.8279,5360.20,5380.70
2200.00,2,P,4360,0.000000,0.0000,4.8608,0.00,0.05
2400.00,2,C,1,0.000000,0.9997,5.4349,5160.20,5180.70
2400.00,2,P,1452,0.000000,0.0000,4.5260,0.00,0.05
2500.00,2,C,1,0.000000,0.9997,5.1911,5059.70,5080.30
2500.00,2,P,16485,0.000000,0.0000,4.3690,0.00,0.05
2600.00,2,P,756,0.000000,0.0000,4.2182,0.00,0.05
2700.00,2,P,1111,0.000000,0.0000,4.0732,0.00,0.05
2800.00,2,P,1396,0.000000,0.0000,3.9335,0.00,0.05
2900.00,2,P,2185,0.000000,0.0000,3.7987,0.00,0.05
3000.00,2,C,226,0.000000,0.9997,4.3230,4560.40,4580.80
3000.00,2,P,7466,0.000000,0.0000,3.6685,0.00,0.05
3100.00,2,P,1984,0.000000,0.0000,3.5426,0.00,0.05
3200.00,2,C,38,0.000000,0.9997,4.0391,4360.60,4381.10
3200.00,2,P,2718,0.000000,0.0000,3.4207,0.00,0.05
3300.00,2,P,8068,0.000000,0.0000,3.3025,0.00,0.05
3400.00,2,C,13,0.000000,0.9997,3.7719,4160.60,4180.20
3400.00,2,P,4779,0.000000,0.0000,3.1878,0.00,0.05
3500.00,2,P,7153,0.000000,0.0000,3.0764,0.00,0.05
3600.00,2,P,5245,0.000000,0.0000,2.9682,0.00,0.05
3650.00,2,P,2063,0.000000,0.0000,2.9151,0.00,0.05
3700.00,2,C,1,0.000000,0.9997,3.3498,3860.50,3880.50
3700.00,2,P,2311,0.000000,0.0000,2.8628,0.00,0.05
3750.00,2,P,1816,0.000000,0.0000,2.9345,0.00,0.05
3800.00,2,P,3837,0.000000,0.0000,2.8814,0.00,0.05
3850.00,2,P,1609,0.000000,0.0000,2.8291,0.00,0.05
3900.00,2,P,2446,0.000000,0.0000,2.7774,0.00,0.05
3950.00,2,P,1908,0.000000,0.0000,2.7263,0.00,0.05
4000.00,2,C,146,0.000000,0.9997,2.9592,3560.80,3581.20
4000.00,2,P,7367,0.000000,0.0000,2.6759,0.00,0.05
4050.00,2,P,1590,0.000000,0.0000,2.6261,0.00,0.05
4100.00,2,P,1971,0.000000,0.0000,2.5769,0.00,0.05
4150.00,2,P,3343,0.000000,0.0000,2.5282,0.00,0.05
4200.00,2,C,2,0.000000,0.9997,2.7493,3360.70,3380.70
4200.00,2,P,5150,0.000000,0.0000,2.4802,0.00,0.05
4225.00,2,P,960,0.000000,0.0000,2.4563,0.00,0.05
4250.00,2,P,1964,0.000000,0.0000,2.4326,0.00,0.05
4275.00,2,P,724,0.000000,0.0000,2.4091,0.00,0.05
4300.00,2,P,2766,0.000000,0.0000,2.3856,0.00,0.05
4325.00,2,P,696,0.000000,0.0000,2.3624,0.00,0.05
4350.00,2,P,926,0.000000,0.0000,2.3392,0.00,0.05
4375.00,2,P,1028,0.000000,0.0000,2.3161,0.00,0.05
4400.00,2,C,1,0.000000,0.9997,2.5483,3160.80,3181.30
4400.00,2,P,3493,0.000000,0.0000,2.2932,0.00,0.05
4425.00,2,P,733,0.000000,0.0000,2.2704,0.00,0.05
4450.00,2,P,749,0.000000,0.0000,2.2478,0.00,0.05
4475.00,2,P,668,0.000000,0.0000,2.2252,0.00,0.05
4500.00,2,C,18,0.000000,0.9997,2.4022,3060.50,3080.70
4500.00,2,P,4859,0.000000,0.0000,2.2028,0.00,0.05
4525.00,2,C,1,0.000000,0.9997,2.3649,3036.10,3056.40
4525.00,2,P,962,0.000000,0.0000,2.1805,0.00,0.05
4550.00,2,C,2,0.000000,0.9997,2.3272,3011.00,3031.40
4550.00,2,P,2543,0.000000,0.0000,2.1583,0.00,0.05
4575.00,2,P,653,0.000000,0.0000,2.1362,0.00,0.05
4600.00,2,C,2,0.000000,0.9997,2.2501,2960.80,2980.70
4600.00,2,P,6495,0.000000,0.0000,2.1142,0.00,0.05
4625.00,2,P,1738,0.000000,0.0000,2.0924,0.00,0.05
4650.00,2,P,728,0.000000,0.0000,2.0706,0.00,0.05
4675.00,2,C,1,0.000000,0.9997,2.2520,2886.20,2906.70
4675.00,2,P,540,0.000000,0.0000,2.0490,0.00,0.05
4700.00,2,C,1,0.000000,0.9997,2.2171,2861.10,2881.40
4700.00,2,P,1612,0.000000,0.0000,2.0275,0.00,0.05
4725.00,2,P,732,0.000000,0.0000,2.0061,0.00,0.05
4750.00,2,P,3061,0.000000,0.0000,1.9848,0.00,0.05
4775.00,2,P,1861,0.000000,0.0000,1.9635,0.00,0.05
4800.00,2,C,3,0.000000,0.9997,2.0741,2761.20,2781.70
4800.00,2,P,7399,0.000000,0.0000,1.9424,0.00,0.05
4825.00,2,C,1,0.000000,0.9997,2.0368,2736.20,2756.70
4825.00,2,P,651,0.000000,0.0000,1.9214,0.00,0.05
4850.00,2,C,1,0.000000,0.9997,1.9987,2711.20,2731.70
4850.00,2,P,3598,0.000000,0.0000,1.9005,0.00,0.05
4875.00,2,C,34,0.000000,0.9997,1.9594,2686.30,2706.80
4875.00,2,P,3398,0.000000,0.0000,1.8797,0.00,0.05
4900.00,2,C,6,0.000000,0.9997,2.0387,2660.70,2681.50
4900.00,2,P,3805,0.000000,0.0000,1.8590,0.00,0.05
4925.00,2,P,1311,0.000000,0.0000,1.8384,0.00,0.05
4950.00,2,C,3,0.000000,0.9997,1.9721,2611.30,2631.80
4950.00,2,P,971,0.000000,0.0000,1.8179,0.00,0.05
4975.00,2,C,1,0.000000,0.9997,1.9382,2586.30,2606.60
4975.00,2,P,4510,0.000000,0.0000,1.7975,0.00,0.05
5000.00,2,C,25403,0.000000,0.9997,1.9039,2566.60,2575.80
5000.00,2,P,34895,0.000000,0.0000,1.7772,0.00,0.05
5025.00,2,P,1425,0.000000,0.0000,1.7570,0.00,0.05
5050.00,2,C,4,0.000000,0.9997,1.8334,2511.00,2531.00
5050.00,2,P,1504,0.000000,0.0000,1.7369,0.00,0.05
5075.00,2,C,1,0.000000,0.9997,1.7968,2486.30,2506.80
5075.00,2,P,1317,0.000000,0.0000,1.7168,0.00,0.05
5100.00,2,C,8,0.000000,0.9997,1.7590,2461.30,2481.80
5100.00,2,P,2863,0.000000,0.0000,1.6969,0.00,0.05
5125.00,2,P,574,0.000000,0.0000,1.6770,0.00,0.05
5150.00,2,C,3,0.000000,0.9997,1.8033,2411.40,2431.90
5150.00,2,P,1928,0.000000,0.0000,1.6572,0.00,0.05
5175.00,2,P,555,0.000000,0.0000,1.6376,0.00,0.05
5200.00,2,C,3,0.000000,0.9997,1.7391,2361.10,2381.30
5200.00,2,P,5055,0.000000,-0.0001,1.6180,0.00,0.05
5225.00,2,P,647,0.000000,-0.0001,1.5984,0.00,0.05
5250.00,2,C,27,0.000000,0.9997,1.6730,2311.40,2331.90
5250.00,2,P,1535,0.000000,-0.0001,1.5790,0.00,0.05
5275.00,2,C,3,0.000000,0.9997,1.6388,2286.40,2306.90
5275.00,2,P,1103,0.000000,-0.0001,1.5597,0.00,0.05
5300.00,2,C,38,0.000000,0.9997,1.6037,2261.40,2281.90
5300.00,2,P,3587,0.000000,-0.0001,1.5404,0.00,0.05
5325.00,2,P,2809,0.000000,-0.0001,1.5212,0.00,0.05
5350.00,2,C,50,0.000000,0.9997,1.5292,2211.30,2231.00
5350.00,2,P,1583,0.000000,-0.0001,1.5021,0.00,0.05
5375.00,2,C,1,0.000000,0.9997,1.4886,2186.50,2207.00
5375.00,2,P,1791,0.000000,-0.0001,1.4831,0.00,0.05
5400.00,2,C,15,0.000000,0.9997,1.5791,2161.50,2182.00
5400.00,2,P,4861,0.000000,-0.0001,1.4642,0.00,0.05
5425.00,2,P,2194,0.000000,-0.0001,1.4453,0.00,0.05
5450.00,2,C,363,0.000000,0.9996,1.5170,2111.20,2131.70
5450.00,2,P,2925,0.000000,-0.0001,1.4265,0.00,0.05
5475.00,2,C,2,0.000000,0.9996,1.4851,2086.20,2106.10
5475.00,2,P,850,0.000000,-0.0001,1.4078,0.00,0.05
5480.00,2,P,196,0.000000,-0.0001,1.4040,0.00,0.05
5490.00,2,P,959,0.000000,-0.0001,1.3966,0.00,0.05
5500.00,2,C,54,0.000000,0.9996,1.4524,2061.40,2081.10
5500.00,2,P,12054,0.000000,-0.0001,1.3891,0.00,0.05
5510.00,2,P,427,0.000000,-0.0001,1.3817,0.00,0.05
5520.00,2,P,242,0.000000,-0.0001,1.3743,0.00,0.05
5525.00,2,C,5,0.000000,0.9996,1.4187,2036.40,2056.10
5525.00,2,P,544,0.000000,-0.0001,1.3706,0.00,0.05
5530.00,2,P,323,0.000000,-0.0001,1.3669,0.00,0.05
5540.00,2,P,573,0.000000,-0.0001,1.3595,0.00,0.05
5550.00,2,C,1,0.000000,0.9996,1.3836,2011.50,2032.00
5550.00,2,P,2891,0.000000,-0.0001,1.3521,0.00,0.05
5560.00,2,P,799,0.000000,-0.0001,1.3447,0.00,0.05
5570.00,2,P,1002,0.000000,-0.0001,1.3373,0.00,0.05
5575.00,2,C,4,0.000000,0.9996,1.3467,1986.40,2006.90
5575.00,2,P,4532,0.000000,-0.0001,1.3337,0.00,0.05
5580.00,2,P,799,0.000000,-0.0001,1.3300,0.00,0.05
5590.00,2,C,1,0.000000,0.9996,1.3232,1971.50,1992.00
5590.00,2,P,1108,0.000000,-0.0001,1.3226,0.00,0.05
5600.00,2,C,19,0.000000,0.9996,1.3069,1961.50,1981.80
5600.00,2,P,9740,0.000000,-0.0001,1.3153,0.00,0.05
5610.00,2,P,439,0.000000,-0.0001,1.3080,0.00,0.05
5620.00,2,P,361,0.000000,-0.0001,1.3007,0.00,0.05
5625.00,2,C,1,0.000000,0.9996,1.2627,1936.60,1957.00
5625.00,2,P,693,0.000000,-0.0001,1.2970,0.00,0.05
5630.00,2,P,303,0.000000,-0.0001,1.2934,0.00,0.05
5640.00,2,P,382,0.000000,-0.0001,1.2861,0.00,0.05
5650.00,2,C,15,0.000000,0.9996,1.3651,1911.60,1932.10
5650.00,2,P,3199,0.000000,-0.0001,1.2788,0.00,0.05
5660.00,2,P,342,0.000000,-0.0001,1.2716,0.00,0.05
5670.00,2,P,727,0.000000,-0.0001,1.2643,0.00,0.05
5675.00,2,C,6,0.000000,0.9996,1.3352,1886.30,1906.80
5675.00,2,P,2080,0.000000,-0.0001,1.2607,0.00,0.05
5680.00,2,P,236,0.000000,-0.0001,1.2571,0.00,0.05
5690.00,2,P,400,0.000000,-0.0001,1.2498,0.00,0.05
5700.00,2,C,174,0.000000,0.9996,1.3048,1861.60,1882.10
5700.00,2,P,6449,0.000000,-0.0001,1.2426,0.00,0.05
5710.00,2,P,291,0.000000,-0.0001,1.2354,0.00,0.05
5720.00,2,P,224,0.000000,-0.0001,1.2282,0.00,0.05
5725.00,2,P,776,0.000000,-0.0001,1.2246,0.00,0.05
5730.00,2,P,305,0.000000,-0.0001,1.2210,0.00,0.05
5740.00,2,P,346,0.000000,-0.0001,1.2138,0.00,0.05
5750.00,2,C,13,0.000000,0.9996,1.2411,1811.10,1832.00
5750.00,2,P,6281,0.000000,-0.0001,1.2067,0.00,0.05
5760.00,2,P,309,0.000000,-0.0002,1.1995,0.00,0.05
5770.00,2,P,571,0.000000,-0.0002,1.1924,0.00,0.05
5775.00,2,C,3,0.000000,0.9996,1.2073,1786.60,1807.10
5775.00,2,P,1199,0.000000,-0.0002,1.1888,0.00,0.05
5780.00,2,P,310,0.000000,-0.0002,1.1852,0.00,0.05
5790.00,2,P,407,0.000000,-0.0002,1.1781,0.00,0.05
5800.00,2,C,75,0.000000,0.9996,1.1714,1761.60,1782.10
5800.00,2,P,9754,0.000000,-0.0002,1.1710,0.00,0.05
5810.00,2,P,278,0.000000,-0.0002,1.1639,0.00,0.05
